_id,sport_category_id,sport_name_ja,sport_name_en,sport_type,sport_description,stadium_id,sport_date,disabled
18,1,体操 競技,Gymnastic,全種別,体操競技は、男子が、ゆか、あん馬、つり輪、跳馬、平行棒、鉄棒の6種目、女子が、跳馬、段違い平行棒、平均台、ゆかの4種目で行われ、技の難易度・美しさ・雄大さ・安定性などの観点で採点した得点で順位を競います。得点は、技の難易度など構成内容を評価するスコアと、演技のできばえを評価するスコアの両方を加算して算出されます。したがって、むやみに高難度の技を実施しても、体操競技の本質である美しさや雄大さが伴わない演技に対しては、実施減点が課せられることになり、結果的には高い得点を得られなくなります。選手は、自身の能力に合わせた難度の高い技を、美しく、雄大に実施することが求められます。,20,"10/2,10/3,10/4,10/5",0
19,1,体操 新体操,Gymnastic,少年女子,体操競技は、男子が、ゆか、あん馬、つり輪、跳馬、平行棒、鉄棒の6種目、女子が、跳馬、段違い平行棒、平均台、ゆかの4種目で行われ、技の難易度・美しさ・雄大さ・安定性などの観点で採点した得点で順位を競います。得点は、技の難易度など構成内容を評価するスコアと、演技のできばえを評価するスコアの両方を加算して算出されます。したがって、むやみに高難度の技を実施しても、体操競技の本質である美しさや雄大さが伴わない演技に対しては、実施減点が課せられることになり、結果的には高い得点を得られなくなります。選手は、自身の能力に合わせた難度の高い技を、美しく、雄大に実施することが求められます。,21,10/9,0
20,1,バスケットボール,Basketbal,成年男子,バスケットボールは、1チーム5人の選手がパスやドリブルしながらボールを進め、相手のバスケットにシュートして得点を競うスポーツです。国民体育大会では、トーナメント方式によって行われ、試合時間は10分を4回行うピリオド制です。ゴールの得点は、スリーポイントライン外側からのシュートが3点、内側からのシュートが2点、フリースローが1点となります。攻守の交代が目まぐるしく変わるスピード感あふれる試合展開は見応え充分で、勝敗のカギとなる多彩なチームプレーや華麗なボールさばきも魅力です。,22,"10/7,10/8,10/9,10/10",0
21,1,バスケットボール,Basketbal,成年女子,バスケットボールは、1チーム5人の選手がパスやドリブルしながらボールを進め、相手のバスケットにシュートして得点を競うスポーツです。国民体育大会では、トーナメント方式によって行われ、試合時間は10分を4回行うピリオド制です。ゴールの得点は、スリーポイントライン外側からのシュートが3点、内側からのシュートが2点、フリースローが1点となります。攻守の交代が目まぐるしく変わるスピード感あふれる試合展開は見応え充分で、勝敗のカギとなる多彩なチームプレーや華麗なボールさばきも魅力です。,22,"10/7,10/8,10/9,10/10",0
22,1,バスケットボール,Basketbal,少年男子,バスケットボールは、1チーム5人の選手がパスやドリブルしながらボールを進め、相手のバスケットにシュートして得点を競うスポーツです。国民体育大会では、トーナメント方式によって行われ、試合時間は10分を4回行うピリオド制です。ゴールの得点は、スリーポイントライン外側からのシュートが3点、内側からのシュートが2点、フリースローが1点となります。攻守の交代が目まぐるしく変わるスピード感あふれる試合展開は見応え充分で、勝敗のカギとなる多彩なチームプレーや華麗なボールさばきも魅力です。,23,"10/7,10/8,10/9,10/10",0
23,1,バスケットボール,Basketbal,少年女子,バスケットボールは、1チーム5人の選手がパスやドリブルしながらボールを進め、相手のバスケットにシュートして得点を競うスポーツです。国民体育大会では、トーナメント方式によって行われ、試合時間は10分を4回行うピリオド制です。ゴールの得点は、スリーポイントライン外側からのシュートが3点、内側からのシュートが2点、フリースローが1点となります。攻守の交代が目まぐるしく変わるスピード感あふれる試合展開は見応え充分で、勝敗のカギとなる多彩なチームプレーや華麗なボールさばきも魅力です。,22,"10/7,10/8,10/9,10/10",0
24,1,レスリング,Wrestling,成年男子,レスリングは、フリースタイルとグレコローマンスタイルの2種目があります。フリースタイルは、全身を自由に使って攻撃・防御することができ、スピードあふれる技術展開が楽しめます。グレコローマンスタイルは、腰から上の上半身のみを攻撃対象とし、投げ技などの大技も多く見られダイナミックな展開が魅力です。試合は、両スタイル共にトーナメント方式で行い、1ピリオド3分間の2ピリオド制で行われます。決めた技によってポイントが与えられ、2ピリオドの合計得点の多い選手が勝者となりますが、フォール(相手の両肩をマットに1秒以上押さえつける)を決めた場合は、その時点で試合の勝者となります。希望郷いわて国体から、女子フリースタイル53kg級が正式種目に追加されます。,26,"10/7,10/8,10/9,10/10",0
25,1,レスリング,Wrestling,少年男子,レスリングは、フリースタイルとグレコローマンスタイルの2種目があります。フリースタイルは、全身を自由に使って攻撃・防御することができ、スピードあふれる技術展開が楽しめます。グレコローマンスタイルは、腰から上の上半身のみを攻撃対象とし、投げ技などの大技も多く見られダイナミックな展開が魅力です。試合は、両スタイル共にトーナメント方式で行い、1ピリオド3分間の2ピリオド制で行われます。決めた技によってポイントが与えられ、2ピリオドの合計得点の多い選手が勝者となりますが、フォール(相手の両肩をマットに1秒以上押さえつける)を決めた場合は、その時点で試合の勝者となります。希望郷いわて国体から、女子フリースタイル53kg級が正式種目に追加されます。,26,"10/7,10/8,10/9,10/10",0
26,1,レスリング,Wrestling,女子,レスリングは、フリースタイルとグレコローマンスタイルの2種目があります。フリースタイルは、全身を自由に使って攻撃・防御することができ、スピードあふれる技術展開が楽しめます。グレコローマンスタイルは、腰から上の上半身のみを攻撃対象とし、投げ技などの大技も多く見られダイナミックな展開が魅力です。試合は、両スタイル共にトーナメント方式で行い、1ピリオド3分間の2ピリオド制で行われます。決めた技によってポイントが与えられ、2ピリオドの合計得点の多い選手が勝者となりますが、フォール(相手の両肩をマットに1秒以上押さえつける)を決めた場合は、その時点で試合の勝者となります。希望郷いわて国体から、女子フリースタイル53kg級が正式種目に追加されます。,26,"10/7,10/8",0
27,1,セーリング,Sailing,全種別,セーリングは、帆に風を受けることで発生する揚力で、水上を滑走する技術を競います。国民体育大会では、ウインドサーフィン1種目、ヨット種目5種目が行われ、47都道府県の艇が一斉にスタートし、海面に設定されたブイで指定されたコースを周回し、順位を競います。艇 は風に向かって真っ直ぐ走ることができないため、ジグザグに進むことになります。また海面は常に風や潮が変化するため、その自然の状態をいち早くつかん で、スタート前の位置取りやスタート後のコース取りといった駆け引きに勝つ頭脳と判断力が、レースを左右する大きなポイントとなります。,27,"10/2,10/3,10/4,10/5",0
28,1,ウエイトリフティング,Weightlifting,成年男子,ウエイトリフティングは、スナッチ競技とクリーン&ジャーク競技の2種類があります。3回の試技で成功した最高重量の重さにより順位を競います。スナッチ競技は、背筋・足の蹴り上げる力・腕の引き上げる力を爆発的に発揮し、一気にバーベルを頭上へと引き上げて立ち上がります。パワーはもちろんのこと、テクニック・タイミングと柔軟性が重要となります。クリーン&ジャーク競技は、まず、胸(鎖骨)までバーベルを引き上げ(クリーン)、次にバーベルを維持しながら、足のバネと腕の力を利用し頭上に差し上げます(ジャーク)。テクニックもさることながら、大きな脚力と背筋力が必要となります。選手は、自身の実力とその日のコンディションを考えて、1回目の試技重量を慎重に決めなければなりません。2回目以降はライバルより1kgでも多く上げるための駆け引きをしながら、重量に挑戦していきます。,25,"10/1,10/2,10/3,10/4,10/5",0
29,1,ウエイトリフティング,Weightlifting,少年男子,ウエイトリフティングは、スナッチ競技とクリーン&ジャーク競技の2種類があります。3回の試技で成功した最高重量の重さにより順位を競います。スナッチ競技は、背筋・足の蹴り上げる力・腕の引き上げる力を爆発的に発揮し、一気にバーベルを頭上へと引き上げて立ち上がります。パワーはもちろんのこと、テクニック・タイミングと柔軟性が重要となります。クリーン&ジャーク競技は、まず、胸(鎖骨)までバーベルを引き上げ(クリーン)、次にバーベルを維持しながら、足のバネと腕の力を利用し頭上に差し上げます(ジャーク)。テクニックもさることながら、大きな脚力と背筋力が必要となります。選手は、自身の実力とその日のコンディションを考えて、1回目の試技重量を慎重に決めなければなりません。2回目以降はライバルより1kgでも多く上げるための駆け引きをしながら、重量に挑戦していきます。,25,"10/1,10/2,10/3,10/4,10/5",0
30,1,ウエイトリフティング,Weightlifting,女子,ウエイトリフティングは、スナッチ競技とクリーン&ジャーク競技の2種類があります。3回の試技で成功した最高重量の重さにより順位を競います。スナッチ競技は、背筋・足の蹴り上げる力・腕の引き上げる力を爆発的に発揮し、一気にバーベルを頭上へと引き上げて立ち上がります。パワーはもちろんのこと、テクニック・タイミングと柔軟性が重要となります。クリーン&ジャーク競技は、まず、胸(鎖骨)までバーベルを引き上げ(クリーン)、次にバーベルを維持しながら、足のバネと腕の力を利用し頭上に差し上げます(ジャーク)。テクニックもさることながら、大きな脚力と背筋力が必要となります。選手は、自身の実力とその日のコンディションを考えて、1回目の試技重量を慎重に決めなければなりません。2回目以降はライバルより1kgでも多く上げるための駆け引きをしながら、重量に挑戦していきます。,25,"10/4,10/5",0
31,1,ハンドボール,Handball,全種別,ハンドボールは、ゴールキーパーを含む1チーム7人で、パスやドリブルでボールを運び、フェイントをかけたりしながら相手チームの守備をかいくぐり、相手ゴールへ投げ込んで得点を競うスポーツです。試合はトーナメント方式で行われ、競技時間は前・後半各30分の60分間で行われます。選手がボールを持った時に、最高3歩まで動くことと、最長3秒間ボールを持つことは認められています。ゴールエリアライン(ゴールから6m)の外からのシュートがゴールに入れば1点となります。信じられないような体勢から放たれる豪快なジャンプシュート、肉体の激しいぶつかり合いなど、攻撃・防御の切り替えの速さと、迫力が見どころです。,28,"10/6,10/7,10/8,10/9,10/10",0
32,1,自転車 トラック・レース,Cycling,成年男子,自転車競技は、自転車を競技用具として使用し、競技者自らの力のみで速さを競います。国民体育大会では、トラック・レースとロード・レースの2種目が行われます。トラック・レースは、個人種目(1㎞タイム・トライアル、ケイリン、スプリント、ポイント・レース、4㎞速度競走等)と団体種目(4㎞団体追抜競走、チーム・スプリント)があります。個人種目では、完走タイム、ゴール順位、ポイント獲得などによる順位が決定します。団体種目はホームとバックの中央線から同時にスタートし、チームワークでトップを交代しながらタイムを競います。ロード・レースは、一般公道を利用し、100㎞以上の距離を着順で競います。競技は個人戦で行われ、持久力とスピード、そして素晴らしい自転車テクニックが繰り広げられます。勝敗の重要なポイントになるのは、自転車のスピードによって生じる空気抵抗をいかに克服するかです。種目によって、他の競技者の背後で空気抵抗を回避しながら、ゴール手前での逆転を狙ったり、複数の競技者が先頭交代を繰り返して、風圧による体力消耗をチームでカバーするなど、多様なレース展開が見られます。,31,"10/5,10/6,10/7,10/8",0
33,1,自転車 トラック・レース,Cycling,少年男子,自転車競技は、自転車を競技用具として使用し、競技者自らの力のみで速さを競います。国民体育大会では、トラック・レースとロード・レースの2種目が行われます。トラック・レースは、個人種目(1㎞タイム・トライアル、ケイリン、スプリント、ポイント・レース、4㎞速度競走等)と団体種目(4㎞団体追抜競走、チーム・スプリント)があります。個人種目では、完走タイム、ゴール順位、ポイント獲得などによる順位が決定します。団体種目はホームとバックの中央線から同時にスタートし、チームワークでトップを交代しながらタイムを競います。ロード・レースは、一般公道を利用し、100㎞以上の距離を着順で競います。競技は個人戦で行われ、持久力とスピード、そして素晴らしい自転車テクニックが繰り広げられます。勝敗の重要なポイントになるのは、自転車のスピードによって生じる空気抵抗をいかに克服するかです。種目によって、他の競技者の背後で空気抵抗を回避しながら、ゴール手前での逆転を狙ったり、複数の競技者が先頭交代を繰り返して、風圧による体力消耗をチームでカバーするなど、多様なレース展開が見られます。,31,"10/5,10/6,10/7,10/8",0
34,1,自転車 トラック・レース,Cycling,女子,自転車競技は、自転車を競技用具として使用し、競技者自らの力のみで速さを競います。国民体育大会では、トラック・レースとロード・レースの2種目が行われます。トラック・レースは、個人種目(1㎞タイム・トライアル、ケイリン、スプリント、ポイント・レース、4㎞速度競走等)と団体種目(4㎞団体追抜競走、チーム・スプリント)があります。個人種目では、完走タイム、ゴール順位、ポイント獲得などによる順位が決定します。団体種目はホームとバックの中央線から同時にスタートし、チームワークでトップを交代しながらタイムを競います。ロード・レースは、一般公道を利用し、100㎞以上の距離を着順で競います。競技は個人戦で行われ、持久力とスピード、そして素晴らしい自転車テクニックが繰り広げられます。勝敗の重要なポイントになるのは、自転車のスピードによって生じる空気抵抗をいかに克服するかです。種目によって、他の競技者の背後で空気抵抗を回避しながら、ゴール手前での逆転を狙ったり、複数の競技者が先頭交代を繰り返して、風圧による体力消耗をチームでカバーするなど、多様なレース展開が見られます。,31,"10/6,10/7,10/8",0
35,1,自転車 ロード・レース,Cycling,成年男子,自転車競技は、自転車を競技用具として使用し、競技者自らの力のみで速さを競います。国民体育大会では、トラック・レースとロード・レースの2種目が行われます。トラック・レースは、個人種目(1㎞タイム・トライアル、ケイリン、スプリント、ポイント・レース、4㎞速度競走等)と団体種目(4㎞団体追抜競走、チーム・スプリント)があります。個人種目では、完走タイム、ゴール順位、ポイント獲得などによる順位が決定します。団体種目はホームとバックの中央線から同時にスタートし、チームワークでトップを交代しながらタイムを競います。ロード・レースは、一般公道を利用し、100㎞以上の距離を着順で競います。競技は個人戦で行われ、持久力とスピード、そして素晴らしい自転車テクニックが繰り広げられます。勝敗の重要なポイントになるのは、自転車のスピードによって生じる空気抵抗をいかに克服するかです。種目によって、他の競技者の背後で空気抵抗を回避しながら、ゴール手前での逆転を狙ったり、複数の競技者が先頭交代を繰り返して、風圧による体力消耗をチームでカバーするなど、多様なレース展開が見られます。,31,10/9,0
36,1,自転車 ロード・レース,Cycling,少年男子,自転車競技は、自転車を競技用具として使用し、競技者自らの力のみで速さを競います。国民体育大会では、トラック・レースとロード・レースの2種目が行われます。トラック・レースは、個人種目(1㎞タイム・トライアル、ケイリン、スプリント、ポイント・レース、4㎞速度競走等)と団体種目(4㎞団体追抜競走、チーム・スプリント)があります。個人種目では、完走タイム、ゴール順位、ポイント獲得などによる順位が決定します。団体種目はホームとバックの中央線から同時にスタートし、チームワークでトップを交代しながらタイムを競います。ロード・レースは、一般公道を利用し、100㎞以上の距離を着順で競います。競技は個人戦で行われ、持久力とスピード、そして素晴らしい自転車テクニックが繰り広げられます。勝敗の重要なポイントになるのは、自転車のスピードによって生じる空気抵抗をいかに克服するかです。種目によって、他の競技者の背後で空気抵抗を回避しながら、ゴール手前での逆転を狙ったり、複数の競技者が先頭交代を繰り返して、風圧による体力消耗をチームでカバーするなど、多様なレース展開が見られます。,31,10/9,0
37,1,水泳 競泳,Aquatics,全種別,競泳は、自由形、平泳ぎ、背泳ぎ、バタフライ、個人メドレー、リレー、メドレーリレーの種目があり、定められた距離を泳いでその速さを競います。予選の組別を問わずタイムが優秀な上位者が決勝に進出します。これまでもオリンピック選手をはじめとする多くの国内トップ選手が出場して激しいレースを繰り広げています。2016年のリオデジャネイロオリンピックで活躍した選手が岩手でも間近に見られるかもしれません。,2,"9/9,9/10,9/11",0
38,1,水泳 飛込,Aquatics,全種別,飛込は、飛込台から水面までの空中での技術と優雅さを競います。種目は高飛込と飛板飛込があり、高飛込は、高さ5m、7.5m、10mの固定された台から演技が行われ、高さを克服することが重要な課題となります。飛板飛込は、高さ3mに設置された弾力のある板を使用して演技が行われ、板の反発力を有効に利用出来るかが大きなポイントになります。高得点を得るためには、空中でのフォームの美しさや入水姿勢などがポイントになります。,2,"9/9,9/10,9/11",0
39,1,水泳 水球,Aquatics,少年男子,水球は、ゴールキーパーを含む1チーム7人で、相手チームのゴールにボールを入れて得点を競い合う競技です。4ピリオドの総得点で勝敗を競います。水上はもちろん、水面下でも攻防や駆け引きが行われ「水中の格闘技」とも呼ばれています。驚くほどシュートは速く、ゴールから離れた位置から繰り出すミドルシュートや水面を利用したバウンドシュートは必見です。,2,"9/5,9/6,9/7",0
40,1,水泳 シンクロナイズドスイミング,Aquatics,少年女子,シンクロナイズドスイミングは、伴奏音楽に合わせてソロやチームで演技を行うスポーツです。 競技には、基本の技を競う「フィギュア競技」と、音楽に合わせて決められた技術を入れて行う「テクニカルルーティン競技」と、音楽に合わせて自由に表現する「フリールーティン競技」の3部門があります。ルーティン競技には、1人で泳ぐソロ、2人で泳ぐデュエット、4人～8人で泳ぐチーム、4人～10人で泳ぐフリーコンビネーションの4種目があります。国民体育大会では、このうちデュエット(2人1組)のテクニカルルーティン競技とフリールーティン競技を行います。競技の完遂度、難易度、音楽の使い方や同調性が採点のポイントになります。2人の息の合った演技にご注目ください。,2,9/4,0
41,1,水泳 オープンウォータースイミング,Aquatics,男子・女子,オープンウォータースイミング オープンウォータースイミングは、コースロープのない海、川、湖などの自然環境を泳ぐ長距離の水泳競技で順位を競います。選手同士の接触や駆け引きが多く見られることから「泳ぐマラソン」とも言われ、選手には、スピードや持久力といった「泳力」、どのようなレースコンディションでも実力を発揮できる「適応力」、潮の流れや波の影響を考慮したレース戦略を練る「知力」が求められます。世界選手権では5km・10km・25km、オリンピック・ユニバーシアード・パンパシでは10km、国体では5kmが実施されます。,69,9/6,0
42,1,ソフトテニス,Soft tennis,全種別,ソフトテニスは、日本で考案された競技で、柔らかいゴムのボールを使用し、ネットを挟んでラケットでボールをワンバウンド以内で打ち合い得点を競います。国民体育大会では、ダブルス2ペア、シングルス1名を1チームとする団体戦を行います。試合は4ポイント先取で1ゲームを獲得し、7ゲームのうち4ゲームを先取したチームが勝ちとなります。ソフトテニスのダブルスの魅力は、ラリー(球の打ち合い)が続くことと、2人のプレイヤーのコンビネーションの妙技にあります。味方のプレイヤーがポイントしやすいよう、相手陣形を崩すような配球をしたり、ポジション取りを変えたりと、2人で協力してポイントを獲得するラリーの応酬にご注目ください。,32,"10/2,10/3,10/4,10/5",0
43,1,卓球,Table tennis,全種別,卓球は、卓球台中央のネットを挟んで対面した選手がラケットにより、プラスチック製のボールを打ち合い得点を競うスポーツです。1チーム3人の団体戦で行われ、シングルス5試合のうち3試合を先取したチームが勝ちとなります。1試合は5ゲーム中3ゲームを先取すると勝利となり、1ゲームは11ポイント先取すると獲得できます。得点が10ポイントに並んだ後は2ポイント差で勝者となります。狭い台の上で軽くて小さいボールを高速で打ち合う競技なので、迫力あるゲーム展開となります。さらに、試合中に発揮される選手の敏捷性、集中力、柔軟性には圧倒されます。,33,"10/2,10/3,10/4,10/5",0
44,1,軟式野球,Ruber baseball,成年男子,軟式野球は、ゴムのボールを使うことを除けば、硬式野球と同じルールで行われます。9人ずつで対戦する2チームが、それぞれ攻守に分かれ、攻撃側は順次打者となり、相手投手の投球をバットで打ち、アウトにならずに1塁、2塁、3塁を回って本塁に帰れば得点となります。守備側は、打者あるいは走者をアウトにしようと協力して攻撃側が得点することを防ぎ、攻撃側が3人アウトになれば、攻守を交代します。国民体育大会ではトーナメント方式で行われ、成年男子のみが実施されます。試合は9イニングまで行います。9イニングを終えて同点の場合は、勝負がつくまで1イニングごと延長戦を行います。激しい打撃戦や華麗な守備、バッテリーの配球と打者との駆け引き、さらにチャンスやピンチの時のチームの作戦など、見どころが盛りだくさんです。,34,"10/2,10/3,10/4,10/5",0
